,0
159349,0
101542,0
75780,0
153433,0
92159,0
60801,0
25113,1
75698,0
66057,0
37631,1
158794,0
31518,1
131784,0
109975,0
33070,1
25571,1
50110,0
82447,0
153976,0
43867,1
146049,0
28831,1
12795,1
65159,0
64764,0
151603,0
147787,0
19557,1
109772,0
100736,0
119385,0
42259,1
30919,1
50236,0
2012,1
155203,0
157445,0
3316,1
156364,0
147537,0
57660,0
146257,0
30575,1
138455,0
90195,0
145764,0
54828,0
129243,0
119930,0
85423,0
548,1
106462,0
51765,0
54812,0
95804,0
36602,1
113686,0
55055,0
95351,0
157663,0
77517,0
150401,0
147260,0
47156,0
94357,0
129422,0
75329,0
82847,0
133119,0
130130,0
110893,0
57636,0
144204,0
35796,1
45419,0
103370,0
68879,0
8847,1
24343,1
139425,0
45568,0
90808,0
47348,0
134972,0
99273,0
53942,0
140040,0
54276,0
154071,0
127014,0
135932,0
111738,0
117466,0
131909,0
26814,1
154734,0
92212,0
100315,0
134873,0
34902,1
71816,0
55545,0
131581,0
84765,0
109118,0
49562,0
140864,0
7806,1
46979,0
97412,0
64674,0
21865,1
84273,0
20022,1
122178,0
78051,0
142508,0
54594,0
32514,1
95116,0
56393,0
33714,1
30549,1
72826,0
70928,0
26877,1
61798,0
127276,0
125072,0
125586,0
131116,0
139977,0
127381,0
56002,0
136375,0
115506,0
6761,1
116732,0
35213,1
122228,0
106712,0
159616,0
16947,1
128842,0
11847,1
37687,1
92762,0
33705,1
13309,1
101292,0
67678,0
155814,0
140162,0
25616,1
91388,0
42839,1
96827,0
7535,1
42743,1
38273,1
13775,1
116313,0
129058,0
120018,0
154392,0
113153,0
58504,0
101307,0
130198,0
136061,0
89454,0
151392,0
149605,0
8916,1
33804,1
59013,0
83754,0
132596,0
15669,1
21376,1
34962,1
57697,0
50737,0
60043,0
66883,0
65895,0
82875,0
154261,0
32453,1
81578,0
21910,1
144558,0
34009,1
103876,0
71984,0
65142,0
99553,0
71623,0
89468,0
105826,0
54992,0
2488,1
40375,1
150908,0
92397,0
154215,0
109557,0
5175,1
18354,1
26942,1
82416,0
86125,0
137359,0
78198,0
22518,1
22358,1
116223,0
55983,0
150096,0
102835,0
50897,0
23987,1
154087,0
153410,0
149911,0
101323,0
20730,1
37057,1
23868,1
81321,0
51865,0
135689,0
123409,0
142325,0
18368,1
113329,0
56505,0
105488,0
30369,1
60590,0
33620,1
21415,1
153362,0
92304,0
56723,0
42317,1
123529,0
148378,0
72172,0
63261,0
112125,0
6927,1
27663,1
125555,0
122183,0
123165,0
106979,0
30765,1
121221,0
105944,0
66100,0
43930,1
9191,1
100555,0
40838,1
152348,0
99384,0
35329,1
80743,0
120016,0
134531,0
26874,1
133105,0
76168,0
55691,0
124398,0
143686,0
124544,0
30916,1
101971,0
85059,0
41470,1
34658,1
154705,0
133773,0
129403,0
128103,0
135716,0
132324,0
141445,0
112430,0
20982,1
83606,0
69663,0
56974,0
159547,0
70351,0
32140,1
121224,0
106545,0
155457,0
16440,1
141589,0
42693,1
133396,0
7991,1
134855,0
41502,1
145820,0
20715,1
34981,1
65367,0
7240,1
154965,0
120209,0
26418,1
49285,0
119348,0
21728,1
13727,1
46400,0
130474,0
10265,1
133658,0
73346,0
147352,0
135908,0
134503,0
69376,0
151284,0
107529,0
81479,0
4598,1
93031,0
80466,0
72043,0
6034,1
128523,0
154946,0
100038,0
43756,1
71673,0
63303,0
62236,0
129468,0
119556,0
9555,1
157962,0
12513,1
92101,0
22532,1
15096,1
59112,0
141214,0
126054,0
64775,0
134747,0
103513,0
64539,0
137067,0
44930,1
140500,0
159262,0
80854,0
101343,0
110659,0
105715,0
146585,0
140415,0
94714,0
32569,1
2227,1
138457,0
140305,0
46043,0
82534,0
135056,0
73679,0
88923,0
151202,0
45813,0
9377,1
42527,1
143198,0
62969,0
112668,0
117619,0
4748,1
92408,0
88503,0
19439,1
43102,1
80707,0
7769,1
151785,0
77581,0
66300,0
109506,0
124727,0
38585,1
94563,0
50685,0
154613,0
132311,0
106441,0
144096,0
22153,1
85912,0
121874,0
95569,0
102644,0
39939,1
80391,0
401,1
132882,0
39798,1
21240,1
44998,1
45041,1
40459,1
16608,1
5390,1
62077,0
149041,0
51029,0
47308,0
88460,0
10687,1
90862,0
21122,1
152105,0
139144,0
112387,0
61466,0
82510,0
77237,0
109355,0
105629,0
106931,0
48264,0
27659,1
102248,0
94955,0
80673,0
38874,1
108943,0
152241,0
36890,1
24180,1
112699,0
95313,0
118424,0
23682,1
80212,0
94266,0
32972,1
151716,0
139677,0
61136,0
76265,0
25468,1
152057,0
82205,0
4485,1
151854,0
16622,1
43459,1
77788,0
86071,0
75287,0
114874,0
45811,0
117104,0
107236,0
108244,0
102131,0
118317,0
9355,1
37314,1
131047,0
117000,0
115601,0
48747,0
93150,0
121324,0
152183,0
7879,1
104848,0
38000,1
4255,1
74825,0
16448,1
44234,1
91205,0
117472,0
89910,0
87710,0
63632,0
122180,0
133356,0
72612,0
88819,0
131018,0
36642,1
40953,1
54221,0
25118,1
140493,0
145690,0
138312,0
40887,1
142942,0
65689,0
36150,1
22922,1
48743,0
35807,1
67509,0
69181,0
134183,0
44899,1
17759,1
77153,0
71728,0
84783,0
149085,0
54965,0
56339,0
16129,1
146298,0
85472,0
135480,0
9846,1
90234,0
124486,0
109012,0
49338,0
95535,0
85929,0
111723,0
158661,0
9975,1
96354,0
144578,0
22980,1
72159,0
65267,0
138209,0
136514,0
19572,1
152594,0
65020,0
29786,1
16795,1
123766,0
25701,1
155209,0
79461,0
40868,1
21235,1
92587,0
133384,0
143949,0
24490,1
26420,1
133199,0
38999,1
121291,0
116326,0
127880,0
93701,0
128628,0
11676,1
83701,0
84540,0
82289,0
46154,0
108260,0
121396,0
72438,0
158772,0
77679,0
119677,0
95796,0
27037,1
112174,0
154710,0
109575,0
48878,0
135728,0
74933,0
18921,1
36981,1
83801,0
79927,0
127659,0
4863,1
158457,0
105478,0
13222,1
113543,0
9349,1
101610,0
30821,1
50581,0
124318,0
60042,0
136602,0
128564,0
115387,0
136341,0
128084,0
106352,0
79254,0
53421,0
71205,0
126649,0
5416,1
11068,1
105968,0
12429,1
136997,0
31924,1
129029,0
109009,0
11341,1
44696,1
83892,0
126319,0
41951,1
156537,0
20559,1
10378,1
133100,0
63113,0
102028,0
125788,0
101650,0
113116,0
125937,0
151656,0
90692,0
1864,1
73581,0
37122,1
5600,1
120725,0
67504,0
9809,1
90996,0
79823,0
98904,0
75609,0
10269,1
131382,0
86196,0
89663,0
104190,0
40635,1
79843,0
68580,0
9426,1
56876,0
20429,1
42686,1
146514,0
106453,0
51047,0
128444,0
10082,1
102236,0
31332,1
3723,1
95400,0
37216,1
97527,0
156808,0
136390,0
153369,0
115384,0
53175,0
48572,0
157713,0
152814,0
118219,0
100512,0
91251,0
68885,0
78102,0
30749,1
107090,0
83153,0
117135,0
116804,0
136337,0
75110,0
11582,1
44127,1
30607,1
20808,1
158057,0
154121,0
19639,1
49877,0
7292,1
108259,0
62387,0
110455,0
65811,0
39583,1
151219,0
24820,1
153248,0
26854,1
112527,0
129359,0
156313,0
151036,0
80234,0
18926,1
55792,0
57409,0
128797,0
17656,1
143870,0
10894,1
127196,0
97092,0
82433,0
88748,0
125378,0
68461,0
142594,0
9833,1
122461,0
51709,0
120045,0
1572,1
2387,1
26626,1
51525,0
121512,0
23575,1
35427,1
55756,0
77116,0
67101,0
121094,0
27202,1
33329,1
92978,0
108171,0
124096,0
17215,1
51724,0
144374,0
25805,1
80581,0
144232,0
17053,1
102794,0
61717,0
56406,0
115992,0
42353,1
139024,0
31347,1
126528,0
157433,0
129284,0
60358,0
106778,0
24755,1
74674,0
69195,0
35148,1
106984,0
148130,0
48693,0
116469,0
138907,0
88883,0
78266,0
118049,0
99238,0
55130,0
101014,0
108814,0
38993,1
118450,0
107538,0
133501,0
45594,0
1662,1
53694,0
32316,1
10549,1
69665,0
144818,0
102135,0
54492,0
8023,1
54667,0
45166,0
129365,0
135505,0
68139,0
133551,0
121974,0
28544,1
89414,0
63142,0
81285,0
53984,0
104007,0
56517,0
139861,0
114152,0
73066,0
100342,0
100054,0
44009,1
99092,0
51378,0
109341,0
5201,1
58008,0
24056,1
11882,1
40313,1
15390,1
6750,1
55681,0
54689,0
105539,0
28139,1
93074,0
71388,0
37313,1
89075,0
22086,1
46527,0
1896,1
79865,0
127726,0
48586,0
119558,0
84644,0
132674,0
60264,0
29719,1
109043,0
122636,0
4942,1
63189,0
7698,1
97178,0
39933,1
39555,1
92390,0
92524,0
135549,0
154347,0
89163,0
18711,1
49796,0
100596,0
61476,0
51018,0
129360,0
4115,1
34813,1
140091,0
86583,0
72496,0
135073,0
133184,0
8868,1
20700,1
132275,0
71384,0
51184,0
130083,0
73967,0
73360,0
105044,0
117262,0
92695,0
14791,1
38289,1
81059,0
113362,0
149412,0
117846,0
131322,0
100484,0
159677,0
92234,0
5503,1
42797,1
133965,0
153846,0
102765,0
22924,1
149994,0
21882,1
28603,1
125053,0
115471,0
53395,0
23746,1
152426,0
72368,0
43133,1
157850,0
24466,1
39404,1
45207,0
17714,1
114877,0
126614,0
78388,0
147918,0
128418,0
8306,1
114631,0
73778,0
43642,1
111484,0
98946,0
40897,1
94759,0
9103,1
149873,0
71190,0
124991,0
80218,0
3022,1
113418,0
141627,0
43718,1
69760,0
154530,0
157667,0
89077,0
75160,0
81912,0
28127,1
136277,0
23730,1
143182,0
103215,0
33723,1
101207,0
103632,0
75018,0
4049,1
89879,0
131748,0
155937,0
9789,1
23166,1
116533,0
5997,1
59237,0
108992,0
67527,0
98802,0
72771,0
90399,0
19187,1
146664,0
67183,0
133774,0
78044,0
93888,0
143814,0
41202,1
40746,1
157296,0
152315,0
79271,0
88656,0
125184,0
153708,0
31540,1
6574,1
128895,0
124223,0
51870,0
3388,1
98042,0
104157,0
53585,0
69478,0
68983,0
120784,0
113384,0
24368,1
135735,0
72732,0
93750,0
83359,0
12366,1
158803,0
147059,0
137607,0
30157,1
118606,0
38877,1
49935,0
106537,0
138323,0
151676,0
55161,0
46020,0
68549,0
67090,0
148163,0
127828,0
23243,1
104150,0
130835,0
6438,1
78723,0
88440,0
48980,0
143410,0
121502,0
134203,0
3846,1
36040,1
123630,0
153849,0
111184,0
39807,1
78991,0
92117,0
64779,0
146335,0
111900,0
85139,0
25811,1
98176,0
104842,0
49806,0
123363,0
137057,0
123345,0
119311,0
114160,0
98174,0
17767,1
106998,0
111083,0
67248,0
71254,0
95470,0
10685,1
128640,0
158290,0
8178,1
28850,1
147512,0
158541,0
140275,0
13028,1
112859,0
44187,1
148661,0
44543,1
78084,0
52904,0
120853,0
82397,0
53911,0
97331,0
122428,0
86383,0
117893,0
127420,0
99992,0
125372,0
38272,1
141767,0
121320,0
5675,1
148401,0
113675,0
12597,1
92029,0
132236,0
157634,0
58736,0
17584,1
93529,0
126497,0
35790,1
21008,1
18700,1
145183,0
110293,0
94120,0
88853,0
5441,1
82339,0
24216,1
482,1
101315,0
84613,0
15526,1
46431,0
81383,0
16939,1
120774,0
84981,0
115031,0
96626,0
74136,0
19129,1
18874,1
126403,0
101591,0
77028,0
51287,0
27922,1
53824,0
96323,0
59948,0
102588,0
56220,0
158231,0
52476,0
127670,0
41437,1
1682,1
103381,0
71260,0
49936,0
26244,1
80753,0
64226,0
95840,0
122525,0
77169,0
89768,0
3286,1
87289,0
31595,1
151594,0
102229,0
32199,1
89773,0
77266,0
100836,0
147372,0
117252,0
156105,0
28678,1
109807,0
41139,1
153540,0
74803,0
76662,0
64059,0
135851,0
33094,1
35603,1
30899,1
136059,0
18880,1
66613,0
117481,0
135659,0
49230,0
23122,1
61910,0
58133,0
125793,0
146158,0
49841,0
56816,0
155960,0
154733,0
107329,0
102033,0
108005,0
98700,0
153334,0
16436,1
13240,1
71407,0
23748,1
114310,0
75968,0
66837,0
107415,0
97484,0
86478,0
103979,0
125610,0
113363,0
127968,0
123489,0
76669,0
115017,0
39631,1
42277,1
72573,0
140796,0
90930,0
117915,0
112580,0
19981,1
105676,0
110413,0
131881,0
130086,0
57020,0
15855,1
64220,0
93889,0
74354,0
99923,0
2580,1
37901,1
68256,0
88483,0
143642,0
1741,1
52203,0
43617,1
121019,0
119197,0
138692,0
138657,0
121588,0
26987,1
41876,1
136080,0
146477,0
15178,1
45526,0
61316,0
91973,0
77161,0
94319,0
72119,0
56886,0
42526,1
99322,0
24479,1
96461,0
78531,0
149884,0
156847,0
73767,0
50329,0
72917,0
114151,0
47239,0
124584,0
135525,0
65272,0
71445,0
3431,1
80873,0
46289,0
104984,0
101463,0
121696,0
109527,0
87830,0
126709,0
74560,0
10450,1
81797,0
62955,0
1072,1
143968,0
125817,0
97700,0
55961,0
17229,1
4747,1
58768,0
30589,1
136854,0
144394,0
31537,1
15861,1
10848,1
50027,0
80868,0
40270,1
20956,1
1827,1
106470,0
69251,0
140974,0
51486,0
75347,0
91559,0
65282,0
99604,0
61527,0
40442,1
62000,0
98405,0
150285,0
104878,0
46102,0
59057,0
78847,0
129258,0
75090,0
80256,0
6926,1
131244,0
106681,0
2871,1
43871,1
122767,0
67575,0
105281,0
15422,1
27883,1
149392,0
92842,0
154685,0
141239,0
150021,0
119124,0
86161,0
25262,1
133647,0
157143,0
34623,1
77629,0
21645,1
142653,0
33139,1
123872,0
68966,0
50138,0
36565,1
141516,0
109771,0
63680,0
43170,1
109802,0
143465,0
111911,0
131061,0
74453,0
18418,1
1786,1
17417,1
106958,0
59454,0
53210,0
141913,0
80385,0
53513,0
140683,0
12452,1
16693,1
28293,1
14485,1
93263,0
118057,0
34652,1
143914,0
42319,1
135597,0
43360,1
102036,0
152685,0
2460,1
75056,0
106943,0
66733,0
31800,1
45154,0
46436,0
147242,0
11795,1
115962,0
31221,1
85946,0
20481,1
13197,1
19581,1
83937,0
96634,0
140659,0
75834,0
106204,0
148349,0
147689,0
111682,0
140951,0
9168,1
113790,0
154631,0
54777,0
148397,0
62063,0
97988,0
1549,1
70006,0
33066,1
82590,0
141841,0
157336,0
91216,0
17582,1
51382,0
64062,0
34841,1
51053,0
124429,0
144546,0
28875,1
158865,0
10063,1
17285,1
148089,0
38328,1
114723,0
21324,1
152652,0
123928,0
126127,0
66643,0
56563,0
142875,0
10075,1
46547,0
119084,0
33155,1
154575,0
128971,0
107778,0
41865,1
133905,0
132550,0
109366,0
124175,0
105116,0
134205,0
89777,0
52344,0
122125,0
144937,0
76403,0
14489,1
54860,0
4010,1
99487,0
60127,0
114567,0
10671,1
102459,0
103264,0
157539,0
5942,1
3508,1
4839,1
134767,0
110022,0
11979,1
135341,0
120076,0
81045,0
66355,0
17130,1
151650,0
85553,0
14360,1
34817,1
90527,0
86534,0
105385,0
142100,0
76789,0
128802,0
23003,1
52798,0
141236,0
14665,1
74498,0
142343,0
11124,1
122203,0
88935,0
143713,0
85749,0
154278,0
74886,0
72461,0
41320,1
129177,0
91621,0
121627,0
61137,0
45438,0
39610,1
96113,0
123170,0
2554,1
24592,1
130582,0
66169,0
68288,0
18150,1
69617,0
8641,1
98873,0
34131,1
115611,0
149727,0
149166,0
80840,0
69774,0
68037,0
90373,0
55031,0
34136,1
5025,1
16519,1
112263,0
5730,1
135175,0
141708,0
22694,1
148701,0
26413,1
47037,0
81673,0
27641,1
49810,0
129154,0
147382,0
108114,0
116664,0
152916,0
116180,0
38496,1
2756,1
78866,0
23307,1
156155,0
121395,0
93303,0
116856,0
151929,0
140585,0
15093,1
93894,0
102315,0
66865,0
115269,0
94607,0
138175,0
132679,0
12863,1
79630,0
45901,0
75812,0
88976,0
83001,0
142481,0
5446,1
10596,1
76718,0
68981,0
52278,0
53780,0
149533,0
72840,0
99804,0
54979,0
80575,0
33400,1
15268,1
106950,0
101277,0
156474,0
13922,1
11016,1
10949,1
38818,1
71064,0
156439,0
151542,0
10215,1
85776,0
27638,1
26536,1
138725,0
108399,0
35784,1
18307,1
52153,0
109704,0
159037,0
46795,0
31951,1
39682,1
46047,0
38894,1
14810,1
115139,0
61500,0
122268,0
67922,0
109717,0
74699,0
110707,0
67307,0
134902,0
42726,1
127429,0
141671,0
134685,0
46976,0
19632,1
30060,1
14588,1
79852,0
131506,0
12766,1
104205,0
46907,0
123227,0
7125,1
35369,1
147123,0
153424,0
35476,1
38334,1
41074,1
37049,1
9766,1
22804,1
4948,1
159752,0
97303,0
144689,0
60483,0
73032,0
69112,0
158509,0
26252,1
97516,0
107893,0
44659,1
147889,0
112850,0
78472,0
76139,0
43652,1
39003,1
116056,0
18720,1
157815,0
66495,0
107025,0
81751,0
117409,0
73635,0
131525,0
9046,1
8084,1
142455,0
83930,0
136630,0
111726,0
7917,1
38590,1
12964,1
141280,0
64576,0
53439,0
141055,0
40927,1
77013,0
143256,0
33325,1
33536,1
45802,0
2714,1
70268,0
138993,0
116247,0
146005,0
81287,0
127580,0
96854,0
54077,0
60872,0
123922,0
122817,0
72361,0
107603,0
148228,0
17641,1
100164,0
111703,0
31337,1
16927,1
157674,0
88943,0
98183,0
118188,0
61582,0
83912,0
140999,0
159441,0
135554,0
78843,0
40287,1
138258,0
24349,1
132319,0
130711,0
137211,0
87852,0
131414,0
29249,1
56069,0
9476,1
61997,0
125882,0
86343,0
149366,0
108583,0
18695,1
60971,0
46855,0
103096,0
144633,0
70282,0
140615,0
44729,1
54750,0
124209,0
40730,1
140380,0
26151,1
34114,1
107296,0
112732,0
21854,1
26635,1
87026,0
146065,0
2398,1
155081,0
7795,1
121593,0
66384,0
105671,0
43338,1
89792,0
151552,0
72242,0
127410,0
95139,0
89250,0
122167,0
56044,0
89310,0
114476,0
51761,0
49781,0
131376,0
59346,0
90720,0
79724,0
23900,1
36583,1
136766,0
27897,1
69446,0
43650,1
140236,0
128900,0
43689,1
15725,1
128942,0
132565,0
9781,1
6260,1
139924,0
34796,1
153582,0
140210,0
40951,1
31045,1
93422,0
94423,0
112405,0
117099,0
83922,0
125393,0
462,1
28695,1
72062,0
13822,1
111378,0
40529,1
19934,1
89592,0
76111,0
17833,1
119721,0
56117,0
81855,0
6552,1
117201,0
6616,1
109965,0
111781,0
38770,1
141333,0
58482,0
97931,0
90608,0
63397,0
52486,0
8100,1
151681,0
40099,1
107977,0
95718,0
31218,1
68837,0
105965,0
143793,0
129205,0
134340,0
35187,1
49328,0
122331,0
72459,0
73766,0
66117,0
139862,0
134273,0
66712,0
95305,0
54873,0
125225,0
109169,0
110327,0
114607,0
124288,0
70726,0
39444,1
68915,0
33939,1
136491,0
151910,0
81437,0
77428,0
37928,1
125276,0
154927,0
71612,0
76682,0
27882,1
101932,0
119827,0
30616,1
79828,0
144349,0
64302,0
55171,0
56730,0
57544,0
129617,0
72674,0
77249,0
84582,0
19446,1
23844,1
117771,0
138488,0
67557,0
134299,0
113417,0
88747,0
158431,0
13085,1
40651,1
25797,1
42661,1
38922,1
7190,1
29976,1
95252,0
123033,0
12750,1
107382,0
143003,0
94724,0
15216,1
37513,1
83827,0
2561,1
37568,1
143304,0
65872,0
119902,0
49864,0
4284,1
56710,0
92064,0
6826,1
1157,1
130748,0
131595,0
78961,0
145488,0
73800,0
144170,0
10099,1
85666,0
86658,0
64745,0
88394,0
141329,0
61140,0
139769,0
67486,0
91057,0
122900,0
7093,1
47554,0
105845,0
105544,0
12476,1
9775,1
53377,0
72839,0
28973,1
25163,1
35068,1
91018,0
136242,0
63547,0
4258,1
62762,0
21792,1
126853,0
24223,1
122074,0
141812,0
135590,0
105442,0
99758,0
33537,1
5231,1
32019,1
78299,0
22223,1
75543,0
140234,0
95046,0
110953,0
79222,0
149012,0
39059,1
86312,0
104580,0
84178,0
83802,0
24287,1
133529,0
132639,0
158351,0
101308,0
63962,0
89653,0
115565,0
105997,0
138326,0
58282,0
98104,0
82805,0
118012,0
93742,0
87193,0
106221,0
135973,0
29891,1
4923,1
67546,0
32276,1
53502,0
138948,0
133246,0
89049,0
61237,0
14807,1
135408,0
25987,1
35441,1
138636,0
25266,1
39437,1
114964,0
115600,0
123014,0
47969,0
8086,1
38277,1
5943,1
72632,0
138501,0
11933,1
158701,0
123818,0
98519,0
29874,1
6698,1
157416,0
66775,0
150140,0
12694,1
131483,0
142928,0
149688,0
44147,1
24160,1
107284,0
21159,1
24931,1
84301,0
82488,0
140881,0
118471,0
65485,0
60394,0
4233,1
30625,1
23782,1
94903,0
64235,0
2013,1
62609,0
13411,1
89883,0
25345,1
16571,1
103255,0
82578,0
120183,0
35396,1
158052,0
131827,0
117932,0
97882,0
5177,1
47626,0
27702,1
792,1
130327,0
7713,1
44292,1
104631,0
34752,1
130074,0
25666,1
110767,0
117792,0
126572,0
140622,0
159711,0
68814,0
18140,1
31202,1
128097,0
23042,1
45203,0
92951,0
688,1
106762,0
28100,1
121441,0
93085,0
59878,0
131006,0
27210,1
130533,0
146114,0
69970,0
35535,1
10479,1
142531,0
139332,0
155924,0
36124,1
106162,0
11191,1
113001,0
3901,1
83923,0
17289,1
150853,0
10332,1
25249,1
87309,0
125652,0
32997,1
153995,0
64241,0
24234,1
67687,0
29454,1
80423,0
153940,0
75400,0
69192,0
127520,0
4199,1
16736,1
17660,1
88749,0
1147,1
115457,0
116626,0
133042,0
159220,0
28733,1
295,1
130107,0
90577,0
63919,0
112966,0
47618,0
6503,1
152524,0
13270,1
141672,0
68290,0
88717,0
73790,0
79200,0
99118,0
48076,0
24049,1
102511,0
144726,0
70140,0
49033,0
70727,0
12913,1
96283,0
148186,0
54125,0
146466,0
62767,0
84070,0
55931,0
95185,0
46644,0
121040,0
38077,1
111523,0
117992,0
64842,0
9004,1
153140,0
34034,1
40670,1
4007,1
34249,1
94969,0
146496,0
70656,0
113228,0
48621,0
81302,0
129814,0
27617,1
151850,0
44116,1
95297,0
38398,1
10684,1
57817,0
129644,0
2473,1
20802,1
138937,0
66313,0
97712,0
82114,0
144368,0
39747,1
66871,0
26689,1
9189,1
136687,0
74625,0
61560,0
141819,0
47028,0
30870,1
131333,0
3664,1
82735,0
24290,1
37176,1
15404,1
155099,0
86767,0
130772,0
14878,1
49134,0
103988,0
15520,1
118668,0
106833,0
136315,0
48402,0
2406,1
3253,1
107497,0
61588,0
35573,1
56509,0
25837,1
39821,1
69778,0
155730,0
144244,0
6494,1
2833,1
69859,0
6055,1
21862,1
146711,0
41793,1
145176,0
82919,0
122389,0
104159,0
5322,1
66808,0
153031,0
78621,0
89375,0
1133,1
80958,0
142150,0
147517,0
7600,1
10357,1
64397,0
124534,0
132122,0
46454,0
18351,1
59846,0
27345,1
71129,0
70352,0
149036,0
145981,0
3944,1
141103,0
131406,0
77420,0
23985,1
43369,1
156673,0
132957,0
3716,1
104488,0
70741,0
59508,0
125783,0
114103,0
2831,1
68935,0
35141,1
153232,0
16987,1
61701,0
95602,0
30922,1
145829,0
25233,1
52288,0
46556,0
80781,0
50767,0
131613,0
109666,0
25385,1
142274,0
27565,1
115103,0
88695,0
98101,0
96569,0
85777,0
98245,0
2343,1
140390,0
62832,0
106617,0
108698,0
79145,0
134066,0
115544,0
37136,1
18212,1
109505,0
28120,1
60413,0
144830,0
37146,1
68820,0
115059,0
136688,0
102519,0
123907,0
92800,0
15940,1
2377,1
116553,0
17181,1
68886,0
6020,1
52765,0
3495,1
37143,1
65396,0
63153,0
126409,0
158841,0
44533,1
145753,0
49447,0
107180,0
5963,1
17512,1
4058,1
48542,0
20098,1
88139,0
66546,0
26740,1
109703,0
81385,0
19773,1
88224,0
42338,1
88712,0
11515,1
118722,0
27576,1
32537,1
78061,0
51320,0
36604,1
146879,0
118524,0
6120,1
99114,0
14260,1
141180,0
63332,0
113836,0
62445,0
2953,1
88585,0
127307,0
123230,0
132203,0
35793,1
21429,1
146535,0
20942,1
144624,0
75282,0
123078,0
146695,0
124563,0
946,1
27546,1
146036,0
103379,0
73252,0
2698,1
129555,0
126011,0
87263,0
105603,0
98801,0
51270,0
78249,0
59781,0
10123,1
35345,1
104869,0
72430,0
154182,0
125574,0
25599,1
151947,0
11531,1
112525,0
30703,1
89311,0
124395,0
122078,0
50074,0
8013,1
88534,0
4788,1
128061,0
125677,0
115354,0
63279,0
113406,0
20732,1
60837,0
47979,0
24874,1
155164,0
121949,0
11722,1
126666,0
153474,0
105750,0
149465,0
39826,1
86445,0
85612,0
123148,0
5639,1
87163,0
115124,0
125976,0
139629,0
76322,0
115444,0
17873,1
18495,1
2388,1
85319,0
60903,0
147840,0
1987,1
125505,0
158361,0
130498,0
56077,0
57014,0
159096,0
15155,1
9736,1
85672,0
68632,0
18635,1
84155,0
65497,0
24365,1
97136,0
38574,1
93632,0
39969,1
9219,1
43438,1
141977,0
60350,0
88690,0
136720,0
122646,0
115419,0
149289,0
123309,0
72820,0
133970,0
127897,0
124756,0
150586,0
140427,0
103604,0
109429,0
53410,0
89129,0
118503,0
28362,1
93299,0
52367,0
151122,0
102355,0
128504,0
1247,1
63232,0
68965,0
95174,0
99618,0
133733,0
153784,0
15047,1
77072,0
43687,1
159400,0
96507,0
128351,0
8232,1
32155,1
42808,1
51612,0
87104,0
128002,0
114514,0
97330,0
133708,0
124808,0
25714,1
15917,1
74074,0
145,1
18648,1
52694,0
117177,0
147731,0
41783,1
77440,0
111150,0
63886,0
115693,0
67556,0
150757,0
32820,1
60170,0
92471,0
59336,0
42002,1
146581,0
89824,0
44663,1
86067,0
94399,0
133560,0
82337,0
134448,0
23820,1
68939,0
149541,0
3975,1
159271,0
77359,0
145163,0
70432,0
109997,0
14886,1
134599,0
48728,0
11368,1
113124,0
29062,1
16097,1
150336,0
108559,0
38734,1
80395,0
53925,0
40756,1
155265,0
110886,0
78544,0
94385,0
81080,0
73578,0
70303,0
131679,0
38682,1
33999,1
112687,0
125827,0
138917,0
25260,1
82611,0
135510,0
121967,0
32135,1
85733,0
127143,0
34998,1
32711,1
72779,0
6071,1
115509,0
137272,0
95997,0
15502,1
67876,0
82198,0
110163,0
102525,0
9595,1
138148,0
9436,1
12247,1
34692,1
29899,1
17552,1
6478,1
85446,0
44037,1
154203,0
55223,0
78998,0
81908,0
60753,0
96126,0
53584,0
41847,1
10858,1
5551,1
75953,0
51333,0
96498,0
43220,1
37605,1
157141,0
31456,1
5380,1
116687,0
132003,0
14736,1
85563,0
87744,0
73468,0
74174,0
29819,1
79168,0
103723,0
65525,0
88778,0
123628,0
81230,0
14861,1
49911,0
6810,1
64902,0
142331,0
59669,0
133972,0
8126,1
115904,0
80516,0
82515,0
50873,0
90479,0
156411,0
137258,0
21584,1
12168,1
25762,1
95762,0
63173,0
29678,1
130690,0
42814,1
47179,0
107020,0
106781,0
34453,1
20402,1
45556,0
81106,0
52604,0
115474,0
144967,0
27325,1
37004,1
130590,0
27813,1
119814,0
154241,0
145833,0
59584,0
118475,0
158683,0
75191,0
19326,1
135542,0
5100,1
88264,0
86860,0
147504,0
104396,0
108272,0
85734,0
71954,0
58475,0
46231,0
92583,0
54559,0
151956,0
120639,0
112217,0
20814,1
18269,1
137186,0
72024,0
55346,0
54577,0
29740,1
120766,0
42947,1
77344,0
133233,0
137633,0
83700,0
135769,0
148403,0
120901,0
25464,1
123747,0
29196,1
22028,1
74132,0
47329,0
153342,0
97871,0
81266,0
31101,1
9386,1
138539,0
22777,1
41007,1
73015,0
45241,0
118808,0
43816,1
104895,0
110226,0
136611,0
46773,0
133843,0
603,1
156828,0
6477,1
28482,1
104551,0
25591,1
141595,0
138051,0
144824,0
128654,0
147630,0
14929,1
45668,0
49340,0
57729,0
90048,0
154412,0
45120,0
79293,0
2957,1
13801,1
44846,1
21177,1
113701,0
14768,1
73953,0
13485,1
2420,1
40318,1
37026,1
117432,0
34190,1
54758,0
60576,0
99706,0
134936,0
57876,0
110788,0
106010,0
130156,0
72908,0
36571,1
68188,0
32297,1
24544,1
117153,0
120414,0
88499,0
44520,1
